Name,Description,URL
deploy-cloud-functions,A GitHub Action that deploys source code to Google Cloud Functions.,https://github.com/google-github-actions/deploy-cloud-functions
auto-assign-action,An action which adds reviewers to the pull request when the pull request is opened.,https://github.com/kentaro-m/auto-assign-action
auto-commit,🌳 Making green your Github stats, powered by Github Actions,https://github.com/mazipan/auto-commit
github-action,None,https://github.com/renovatebot/github-action
action-ansible-playbook,:gear: A GitHub Action for running Ansible playbooks,https://github.com/dawidd6/action-ansible-playbook
action-baseline,A GitHub Action for running the ZAP Baseline scan,https://github.com/zaproxy/action-baseline
android_builder,A useful tool for building android artifacts via Github Action,https://github.com/Wsine/android_builder
secrets-sync-action,A Github Action that can sync secrets from one repository to many others.,https://github.com/jpoehnelt/secrets-sync-action
lock-threads,GitHub Action that locks closed issues, pull requests and discussions after a period of inactivity,https://github.com/dessant/lock-threads
xcodebuild,A continuously resilient `xcodebuild` “GitHub Action”. Also it’s the best.,https://github.com/mxcl/xcodebuild
turnstyle,🎟️A GitHub Action for serializing workflow runs,https://github.com/softprops/turnstyle
get-me-a-date,:heart_eyes: Help me get a :cupid: date tonight :first_quarter_moon_with_face:,https://github.com/hfreire/get-me-a-date
frogbot,🐸 Scans your Git repository with JFrog Xray for security vulnerabilities. 🤖,https://github.com/jfrog/frogbot
install-action,GitHub Action for installing development tools (mainly from GitHub Releases).,https://github.com/taiki-e/install-action
poc-github-actions,Various proofs of concept examples using Github Actions 🤖,https://github.com/GuillaumeFalourd/poc-github-actions
conventional-changelog-action,Github Action that generates a changelog with the Conventional Changelog CLI,https://github.com/TriPSs/conventional-changelog-action
goodfirstissues,A website that targets developers who want to contribute to open source software but do not know where or how to start.,https://github.com/iedr/goodfirstissues
tfaction,Framework for Monorepo to build high level Terraform Workflows by GitHub Actions,https://github.com/suzuki-shunsuke/tfaction
codeball-action,🔮 Codeball – AI Code Review that finds bugs and fast-tracks your code,https://github.com/sturdy-dev/codeball-action
actions-mdbook,GitHub Actions for mdBook (rust-lang/mdBook) ⚡️ Setup mdBook quickly and build your site fast. Linux (Ubuntu), macOS, and Windows are supported.,https://github.com/peaceiris/actions-mdbook
ios-build-action,Build iOS project (.xcodeproj, .xcworkspace), and export ipa,https://github.com/yukiarrr/ios-build-action
pr-preview-action,GitHub Action that deploys a pull request preview to GitHub Pages, similar to Vercel and Netlify, and cleans up after itself.,https://github.com/rossjrw/pr-preview-action
IntuneCD,Tool to backup, update and document configurations in Intune,https://github.com/almenscorner/IntuneCD
actions-yarn,GitHub Action for interacting with yarn,https://github.com/Borales/actions-yarn
NubesGen,Going to production on Azure is only one `git push` away,https://github.com/microsoft/NubesGen
actions-timeline,An Action shows timeline of a workflow in a run summary.,https://github.com/Kesin11/actions-timeline
awesome-gha-snippets,🤯 A list of useful snippets and tips for GitHub Actions (GHA).,https://github.com/yengoteam/awesome-gha-snippets
repo-file-sync-action,🔄 GitHub Action to keep files like Action workflows or entire directories in sync between multiple repositories.,https://github.com/BetaHuhn/repo-file-sync-action
awesome-tool-for-readme-profile,List of thing you can add to your github readme profile,https://github.com/haidang666/awesome-tool-for-readme-profile
rails7-on-docker,Working Rails 7 demo application running in Docker. No node.js or webpack required.,https://github.com/ryanwi/rails7-on-docker
Terramaid,A utility for generating Mermaid diagrams from Terraform configurations,https://github.com/RoseSecurity/Terramaid
creatly-backend,🚀 Creatly backend app,https://github.com/Creatly/creatly-backend
gatsby-gh-pages-action,GitHub Action to build and deploy your Gatsby site to GitHub Pages ❤️🎩,https://github.com/enriikke/gatsby-gh-pages-action
github-action,CLA Assistant GitHub Action,https://github.com/contributor-assistant/github-action
action-full-scan,A GitHub Action for running the ZAP Full scan ,https://github.com/zaproxy/action-full-scan
docker-build-push,Docker Build & Push GitHub Action,https://github.com/mr-smithers-excellent/docker-build-push
docker-compose-actions-workflow,GitHub Actions workflow example using Docker Compose to build and test a multi-container stack,https://github.com/peter-evans/docker-compose-actions-workflow
electron-app,💅 A fast and ready-to-go with a well-thought-out structure Electron app boilerplate with ReactJS, TypeScript, CSS / SASS modules, Electron Vite, Eslint, Prettier, GitHub Action releases and more.,https://github.com/daltonmenezes/electron-app
github-act-runner,act as self-hosted runner,https://github.com/ChristopherHX/github-act-runner
docker-ci-automation,GitHub Actions automation examples with Docker's official actions,https://github.com/BretFisher/docker-ci-automation
reposaur,Open source compliance tool for development platforms.,https://github.com/reposaur/reposaur
actions-build-padavan-openwrt,GitHub Action 学习实例 - 自动编译 padavan 和 openWrt,https://github.com/huazhuangnan/actions-build-padavan-openwrt
uptime-monitor,⬆️📈 Uptime monitor powered by GitHub Actions,https://github.com/upptime/uptime-monitor
wait-for-secrets,Publish from GitHub Actions using multi-factor authentication,https://github.com/step-security/wait-for-secrets
scorecard-action,Official GitHub Action for OpenSSF Scorecard.,https://github.com/ossf/scorecard-action
check-spelling,Spelling checker action to check spelling in repositories / pull requests / commits,https://github.com/check-spelling/check-spelling
useful-actions,Curated list of useful Github actions with workflows examples 💡,https://github.com/GuillaumeFalourd/useful-actions
aws-codebuild-run-build,Run an AWS CodeBuild project as a step in a GitHub Actions workflow job.,https://github.com/aws-actions/aws-codebuild-run-build
demo.playwright,This repo is used to demo various testing scenarios with Playwright 🎭, using the official test-runner and scripts authored in TypeScript.,https://github.com/MarcusFelling/demo.playwright
secure-repo,Orchestrate GitHub Actions Security,https://github.com/step-security/secure-repo
notify-server,🍰微信消息通知,https://github.com/JS-banana/notify-server
setup-swift,GitHub Action that setup a Swift environment,https://github.com/swift-actions/setup-swift
ashleymavericks,:octocat: Config for my GitHub profile,https://github.com/ashleymavericks/ashleymavericks
qodana-action,⚙️ Scan your Go, Java, Kotlin, PHP, Python, JavaScript, TypeScript, .NET projects at GitHub with Qodana. This repository contains Qodana for Azure, GitHub, CircleCI and Gradle,https://github.com/JetBrains/qodana-action
mlops-guide.github.io,🛠 MLOps end-to-end guide and tutorial website, using IBM Watson, DVC, CML, Terraform, Github Actions and more.,https://github.com/mlops-guide/mlops-guide.github.io
profile-readme-stats,Showcase your github stats on your profile README.md,https://github.com/teoxoy/profile-readme-stats
k8s-deploy,GitHub Action for deploying to Kubernetes clusters,https://github.com/Azure/k8s-deploy
audit-ci,Audit NPM, Yarn, PNPM, and Bun dependencies in continuous integration environments, preventing integration if vulnerabilities are found at or above a configurable threshold while ignoring allowlisted advisories,https://github.com/IBM/audit-ci
Devops-Tools-Documentation,This Repository contains DevOps Projects and Tools Documentation step by step practice ,https://github.com/johnbedeir/Devops-Tools-Documentation
deploy-appengine,A GitHub Action that deploys source code to Google App Engine.,https://github.com/google-github-actions/deploy-appengine
chart-testing-action,A GitHub Action to lint and test Helm charts,https://github.com/helm/chart-testing-action
publish-spa,A github action and CLI to publish logseq graphs as a SPA app,https://github.com/logseq/publish-spa
github-slug-action,GitHub Action to expose slug value of GitHub environment variables inside your GitHub workflow,https://github.com/rlespinasse/github-slug-action
upload-rust-binary-action,GitHub Action for building and uploading Rust binary to GitHub Releases.,https://github.com/taiki-e/upload-rust-binary-action
electron-shadcn,:electron: Electron Forge with shadcn-ui (Vite + Typescript),https://github.com/LuanRoger/electron-shadcn
ansible-lint-action,❗️Replaced by https://github.com/marketplace/actions/run-ansible-lint,https://github.com/ansible/ansible-lint-action
poutine,boostsecurityio/poutine,https://github.com/boostsecurityio/poutine
sbt-native-image,Plugin to generate native-image binaries with sbt,https://github.com/scalameta/sbt-native-image
auto-assign,🤖 A Probot app that adds reviewers to pull requests when pull requests are opened.,https://github.com/kentaro-m/auto-assign
wflow,🐆 EXPERIMENTAL -- Runs GitHub Actions workflows locally (local) -- Don't run your YAML like a 🐪,https://github.com/phishy/wflow
tox-gh-actions,Seamless integration of tox into GitHub Actions for tox 3 and 4,https://github.com/ymyzk/tox-gh-actions
pr-labeler-action,Automatically labels your PRs based on branch name patterns like feature/* or fix/*.,https://github.com/TimonVS/pr-labeler-action
backport,A simple CLI tool that automates the process of backporting commits on a GitHub repo,https://github.com/sorenlouv/backport
gitploy,Build the deployment system around GitHub in minutes.,https://github.com/gitploy-io/gitploy
jekyll-action,A GitHub Action to publish Jekyll based content as a GitHub Pages site,https://github.com/helaili/jekyll-action
CppProjectTemplate,C++ project template with unit-tests, documentation, ci-testing and workflows.,https://github.com/franneck94/CppProjectTemplate
mc-publish,🚀 Your one-stop GitHub Action for seamless Minecraft project publication across various platforms.,https://github.com/Kir-Antipov/mc-publish
zola-deploy-action,Github action for building a Zola site and deploying to Github Pages,https://github.com/shalzz/zola-deploy-action
actions-template-sync,:octocat: Github action for syncing other repositories (templates) with current repository. Any git provider like GitHub (enterprise), GitLab, Gittea,.. are supported for the source repository ,https://github.com/AndreasAugustin/actions-template-sync
actions,GitHub Action for Infracost.  See cloud cost estimates for Terraform in pull requests. 💰📉 Love your cloud bill! ,https://github.com/infracost/actions
airship,Helium + Webmachine = Airship. A toolkit for building declarative, RESTful web apps.,https://github.com/tmcgilchrist/airship
setup-kind,kind (Kubernetes in Docker) GitHub Action,https://github.com/engineerd/setup-kind
GFWList2AGH,Generate diversion list for AdGuard Home and other softwares,https://github.com/hezhijie0327/GFWList2AGH
gcloud,GitHub Action for interacting with Google Cloud Platform (GCP),https://github.com/actions-hub/gcloud
Gato-X,GitHub Attack Toolkit - Extreme Edition - A static analysis and exploit toolkit for GitHub Actions.,https://github.com/AdnaneKhan/Gato-X
upload-cloud-storage,A GitHub Action for uploading files to a Google Cloud Storage (GCS) bucket.,https://github.com/google-github-actions/upload-cloud-storage
spring-boot-graalvm,This example project shows how to compile a Webflux based Spring Boot application into a Native App using GraalVM Native Image locally & on GitHub Actions with & without Docker,https://github.com/jonashackt/spring-boot-graalvm
gdextension,GDExtension template that automatically builds into a self-contained addon for the Godot Asset Library. Updated to Godot 4.3.,https://github.com/nathanfranke/gdextension
nba-prediction,A project to deploy an online app that predicts the win probability for each NBA game every day. Demonstrates end-to-end Machine Learning deployment.,https://github.com/cmunch1/nba-prediction
academic-pandoc-template,Write beautifully typeset academic texts with distraction-free Markdown and Pandoc.,https://github.com/maehr/academic-pandoc-template
setup-rust-toolchain,Setup a specific Rust toolchain with extra features like problem matchers,https://github.com/actions-rust-lang/setup-rust-toolchain
mongodb-github-action,Use MongoDB in GitHub Actions,https://github.com/supercharge/mongodb-github-action
automated-build-android-app-with-github-action,CI/CD Automated Build Android App Bundle / APK With Github Action,https://github.com/amirisback/automated-build-android-app-with-github-action
composer-install,:gift: A GitHub Action to streamline installation of PHP dependencies with Composer.,https://github.com/ramsey/composer-install
scan-action,Anchore container analysis and scan provided as a GitHub Action,https://github.com/anchore/scan-action
NottinghamWall,校园墙uniapp,https://github.com/CompPsyUnion/NottinghamWall
aurora-api-project,Aurora is a project developed in .NET 6, where it aims to show how to create something using an architecture, in layers, simple and approaching, in a simplistic way, some concepts such as DDD.,https://github.com/alexalvess/aurora-api-project
toc-generator,GitHub Actions to generate TOC (Table of Contents),https://github.com/technote-space/toc-generator
is-sponsor-label-action,💖🔖 A GitHub Action that labels issues/PRs if the author sponsors the owner of the repo,https://github.com/JasonEtco/is-sponsor-label-action
ghaction-docker-buildx,:octocat: GitHub Action to set up Docker Buildx,https://github.com/crazy-max/ghaction-docker-buildx
nrwl-nx-action,A GitHub Action to wrap Nrwl Nx commands in your workflows.,https://github.com/MansaGroup/nrwl-nx-action
powerplatform-actions,Power Platform GitHub Actions automate common build and deployment tasks related to Power Platform. This includes synchronization of solution metadata (a.k.a. solutions) between development environments and source control, generating build artifacts, deploying to downstream environments, provisioning/de-provisioning of environments, and the ability to perform static analysis checks against your solution using the PowerApps checker service.,https://github.com/microsoft/powerplatform-actions
hugo_theme_pickles,Modern, Simple and beautiful Hugo theme,https://github.com/mismith0227/hugo_theme_pickles
npm-publish-action,GitHub action to automatically publish packages to npm,https://github.com/pascalgn/npm-publish-action
git-publish-subdir-action,GitHub Action to push a subdirectory as a branch to any git repo (e.g. for GitHub Pages),https://github.com/s0/git-publish-subdir-action
tagpr,automatically creates and updates a pull request for unreleased items, tag them when they are merged, and create releases.,https://github.com/Songmu/tagpr
branch-names,:octocat: Github action to retrieve branch or tag names with support for all events.,https://github.com/tj-actions/branch-names
publish-vscode-extension,GitHub action to publish your VS Code Extension to the Open VSX Registry or Visual Studio Marketplace.,https://github.com/HaaLeo/publish-vscode-extension
monorepo,Showcase of how to manage building projects inside monorepo with Gradle as build tool and CircleCI, Bitbucket Pipelines, Travis CI or GitHub Actions as CI tool.,https://github.com/zladovan/monorepo
bake-action,GitHub Action to use Docker Buildx Bake as a high-level build command,https://github.com/docker/bake-action
goreadme,Generate readme file from Go doc. Now available as a Github action!,https://github.com/posener/goreadme
gpt-translate,💬Translate Files into Any Languages with AI,https://github.com/3ru/gpt-translate
import-codesign-certs,GitHub Action for Importing Code-signing Certificates into a Keychain,https://github.com/Apple-Actions/import-codesign-certs
ColorCop, a free multi-purpose color picker for Windows,https://github.com/ColorCop/ColorCop
todo-actions,Turn TODO in source code into issues and close them when they are gone. Runs on GitHub Actions.,https://github.com/dtinth/todo-actions
TF2DeepFloorplan,TF2 Deep FloorPlan Recognition using a Multi-task Network with Room-boundary-Guided Attention. Enable tensorboard, quantization, flask, tflite, docker, github actions and google colab.,https://github.com/zcemycl/TF2DeepFloorplan
CodeCoverageSummary,A GitHub Action that reads Cobertura format code coverage files and outputs a text or markdown summary.,https://github.com/irongut/CodeCoverageSummary
load-secrets-action,Load secrets from 1Password into your GitHub Actions jobs,https://github.com/1Password/load-secrets-action
hadolint-action,GitHub action for Hadolint, A  Dockerfile linting tool,https://github.com/hadolint/hadolint-action
aws-cdk-github-actions,None,https://github.com/youyo/aws-cdk-github-actions
setup-cpp,Install all the tools required for building and testing C++/C projects.,https://github.com/aminya/setup-cpp
setup-ocaml,GitHub Action for the OCaml programming language,https://github.com/ocaml/setup-ocaml
vale-action,:octocat: The official GitHub Action for Vale -- install, manage, and run Vale with ease.,https://github.com/errata-ai/vale-action
deploy-to-neocities,🐈 Github Action to deploy a folder to Neocities,https://github.com/bcomnes/deploy-to-neocities
vite-component-library-template,⚛️ Vite + React Starter Component Library Template,https://github.com/IgnacioNMiranda/vite-component-library-template
codeclimate-action,GitHub Action to send your code coverage to CodeClimate,https://github.com/paambaati/codeclimate-action
allero,By scanning CI/CD misconfigurations, Allero helps reduce production issues, harden your security posture and shift-left CI/CD from DevOps to developers.,https://github.com/allero-io/allero
action-label-syncer,GitHub Action to sync GitHub labels in the declarative way,https://github.com/micnncim/action-label-syncer
jenkinsfile-runner-github-actions,Jenkins single-shot pipeline execution in a GitHub Action POC,https://github.com/jenkinsci/jenkinsfile-runner-github-actions
github-actions-cache-server,Self-hosted GitHub Actions cache server implementation. Compatible with official 'actions/cache' action,https://github.com/falcondev-oss/github-actions-cache-server
github-actions-badge,:shield: Shields.io Badge for your GitHub Actions,https://github.com/Atrox/github-actions-badge
setup-graalvm,GitHub Action for setting up GraalVM distributions.,https://github.com/graalvm/setup-graalvm
selenium-java-test-automation-architecture,Ready-to-use UI Test Automation Architecture using Java and Selenium WebDriver.,https://github.com/Tahanima/selenium-java-test-automation-architecture
gajira,GitHub Actions for Jira,https://github.com/atlassian/gajira
cicd-templates,Manage your Databricks deployments and CI with code.,https://github.com/databrickslabs/cicd-templates
serv00-auto-scripts,Serv00/CT8 - Free Host Auto Renewal (Automatic SSH and PM2) and Other Scripts,https://github.com/lopins/serv00-auto-scripts
sphinx-action,Github action that builds docs using sphinx and places errors inline,https://github.com/ammaraskar/sphinx-action
typescript-api-skeleton,🔷🌍 TypeScript API Skeleton: Bootstrap your new HTTP API backend with TypeScript,https://github.com/CodelyTV/typescript-api-skeleton
pytest-coverage-comment,Comments a pull request with the pytest code coverage badge and full report,https://github.com/MishaKav/pytest-coverage-comment
uptoc,A static file deployment tool that supports multiple platforms./ 一个支持多家云厂商的静态文件部署工具,https://github.com/bonaysoft/uptoc
Azure-Guide,Microsoft Azure Guide. Learn all about Microsoft Azure Tools, Services, and Certifications.,https://github.com/mikeroyal/Azure-Guide
action-slack,🚀 (Unmaintained) GitHub Action that sends a Slack notification.,https://github.com/Ilshidur/action-slack
webring,“วงแหวนเว็บ” แห่งนี้สร้างขึ้นเพื่อส่งเสริมให้ศิลปิน นักออกแบบ และนักพัฒนาชาวไทย สร้างเว็บไซต์ของตัวเองและแบ่งปันการเข้าชมซึ่งกันและกัน,https://github.com/wonderfulsoftware/webring
github-action-scp,⬆️ Copy a folder to a remote server using SSH,https://github.com/garygrossgarten/github-action-scp
jamstack-serverless,Learn JAMstack Serverless Modern App Development in Baby Steps using Gatsby.js, React, TypeScript, GraphQL, Contentful, Netlify, FaunaDB, MongoDB, Apollo, Github Actions, Project Fugu, and CSS Houdini.,https://github.com/panacloud-modern-global-apps/jamstack-serverless
release-downloader,Github action to download release assets from private or public repositories,https://github.com/robinraju/release-downloader
keepalive-workflow,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity ,https://github.com/gautamkrishnar/keepalive-workflow
nextjs-cron,Cron jobs with Github Actions for Next.js apps on Vercel▲,https://github.com/paulphys/nextjs-cron
screenshot-website,:camera_flash: A GitHub Action to capture screenshots of a website, across Windows, Mac, and Linux,https://github.com/swinton/screenshot-website
github-local-actions,✨ Run your GitHub Actions locally in VS Code!,https://github.com/SanjulaGanepola/github-local-actions
get-diff-action,GitHub Actions to get git diff,https://github.com/technote-space/get-diff-action
build-and-inspect-python-package,Build and Inspect Python Packages in GitHub Actions,https://github.com/hynek/build-and-inspect-python-package
winget-releaser,Publish new releases of your application to the Windows Package Manager easily.,https://github.com/vedantmgoyal9/winget-releaser
actions,A collection of GitHub Actions to accelerate your Gradle Builds on GitHub,https://github.com/gradle/actions
kube-tools,Kubernetes tools for GitHub Actions CI,https://github.com/stefanprodan/kube-tools
octoscan,Octoscan is a static vulnerability scanner for GitHub action workflows.,https://github.com/synacktiv/octoscan
3musketeers,Test, build, and deploy your apps from anywhere, the same way!,https://github.com/flemay/3musketeers
issue-label-manager-action,GitHub Action to declaratively setup labels across repos,https://github.com/lannonbr/issue-label-manager-action
pr-stats,PR에 대한 유용한 통계를 산출하는 GitHub Actions,https://github.com/naver/pr-stats
buildkit-cache-dance,Save `RUN --mount=type=cache` caches on GitHub Actions ( Forked from https://github.com/overmindtech/buildkit-cache-dance ),https://github.com/reproducible-containers/buildkit-cache-dance
k3d-action,A GitHub Action to run lightweight ephemeral Kubernetes clusters during workflow.  Fundamental advantage of this action is a full customization of embedded k3s clusters. In addition, it provides a private image registry and multi-cluster support.,https://github.com/AbsaOSS/k3d-action
Draco-OpenWrt-GL-AX1800,使用 GitHub Actions 云编译 GL.iNet路由器  OpenWrt 固件,https://github.com/draco-china/Draco-OpenWrt-GL-AX1800
github-action-get-previous-tag,Get the previous tag,https://github.com/WyriHaximus/github-action-get-previous-tag
php-cs-fixer-ga,GithubAction for PHP-CS-Fixer,https://github.com/OskarStark/php-cs-fixer-ga
composer,Use the Composer CLI in your Github Actions.,https://github.com/php-actions/composer
action-android,Collection of Android-related GitHub Actions,https://github.com/Malinskiy/action-android
ng-demo,🦴 Bare Bones Angular and Angular CLI Tutorial,https://github.com/mraible/ng-demo
github-env-vars-action,:octocat: 🚀 GitHub Action for Environment Variables,https://github.com/FranzDiebold/github-env-vars-action
autoupdate,A GitHub Action that auto-updates pull requests branches, whenever changes are pushed to their destination branch.,https://github.com/chinthakagodawita/autoupdate
next-kickstart,Next.js 14 kickstarter. Zero setup & edge ready. Take what you need: ESLint, Prettier, Tailwind, tRPC, WebSockets, Drizzle, Lucia Auth, Vitest, Testing Library, Playwright, PWA, Docker, CI, Bun,https://github.com/syhner/next-kickstart
assume-aws-role-action,Assume AWS IAM Roles using SAML.to in GitHub Actions,https://github.com/saml-to/assume-aws-role-action
publish-packages,Use GitHub Actions to publish your project to a Docker image.,https://github.com/skills/publish-packages
actions-status-discord,Post GitHub Actions status to Discord as an beautiful embed,https://github.com/sarisia/actions-status-discord
django-step-by-step,A Django + Vue reference project that focuses on developer tooling and CI/CD + IaC,https://github.com/briancaffey/django-step-by-step
github-action,A GitHub action to manage and synchronize localization resources with your Crowdin project,https://github.com/crowdin/github-action
ghpages,Deploy arbitrary static assets through GitHub Actions,https://github.com/maxheld83/ghpages
typescript-react_best_practices-vite_template,<⚡⚛️> Start your React project with Vite following code best practices (TypeScript, Linting, testing, CI/CD…),https://github.com/CodelyTV/typescript-react_best_practices-vite_template
upload-to-release,A GitHub Action that uploads a file to a new release.,https://github.com/JasonEtco/upload-to-release
bump-homebrew-formula-action,Automatically bump Homebrew formula after a release,https://github.com/mislav/bump-homebrew-formula-action
WeatherApp,☁️ ❄️ A KMP weather app built with Jetpack Compose , MVI , Unit Testing , Hilt and Location Services, Github Actions, Firebase + Material 3,https://github.com/odaridavid/WeatherApp
gedoor-Build,在线编译你自己的阅读APP，自动构建，自动发布,https://github.com/10bits/gedoor-Build
github-action,None,https://github.com/dokku/github-action
git-release,Publish a GitHub Release :package: with Assets :file_folder: and Changelog :bookmark:,https://github.com/anton-yurchenko/git-release
ghaction-virustotal,GitHub Action to upload and scan files with VirusTotal,https://github.com/crazy-max/ghaction-virustotal
pinboard-kotlin,Unofficial Android client for Pinboard and Linkding,https://github.com/fibelatti/pinboard-kotlin
pull-request-action,open a pull request when a branch is pushed or updated,https://github.com/vsoch/pull-request-action
Python-Selenium-Action,Run Selenium with Python via Github Actions using Headless or Non-Headless browsers! ,https://github.com/MarketingPipeline/Python-Selenium-Action
flatpak-github-actions,Build your Flatpak application using Github Actions,https://github.com/flatpak/flatpak-github-actions
notify-slack-action,🔔 Send a Slack Notification from Github Actions regarding failure, warnings, or even success.,https://github.com/ravsamhq/notify-slack-action
Go-Kafka-gRPC-MongoDB-microservice,Go products microservice,https://github.com/AleksK1NG/Go-Kafka-gRPC-MongoDB-microservice
Awesome-Repo-Template,An awesome repo template packed with tons of tools & more to kick-start your next project / repo!,https://github.com/MarketingPipeline/Awesome-Repo-Template
nestjs-boilerplate,NestJS boilerplate with TypeORM, ExpressJS, Fastify, Jest, I18n & Vuepress docs,https://github.com/vndevteam/nestjs-boilerplate
repo-sync,🔄 Keep a pair of GitHub repos in sync,https://github.com/repo-sync/repo-sync
assign-one-project-github-action,Automatically add an issue or pull request to specific GitHub Project(s) when you create and/or label them.,https://github.com/srggrs/assign-one-project-github-action
actions-cli,Monitor your GitHub Actions in real time from the command line,https://github.com/remorses/actions-cli
TF-via-PR,Plan and apply Terraform/OpenTofu via PR automation, using best practices for secure and scalable IaC workflows.,https://github.com/OP5dev/TF-via-PR
learn-terraform-github-actions,None,https://github.com/hashicorp-education/learn-terraform-github-actions
verify-changed-files,:octocat: Github action to verify file changes that occur during the workflow execution.,https://github.com/tj-actions/verify-changed-files
setup-scala,GitHub Action to install any version of Java (GraalVM, Java 8, Java 11, Java 14, ...) via Jabba. Works for any JVM language including Java, Scala and Kotlin.,https://github.com/olafurpg/setup-scala
action,A GitHub Action that starts preview deployments for your pull requests and branches. It can work with any application that has a valid Docker Compose file.,https://github.com/pullpreview/action
contributors-readme-action,A github action to automate a contributors section in readme.,https://github.com/akhilmhdh/contributors-readme-action
ghactions,GitHub actions for R and accompanying R package,https://github.com/maxheld83/ghactions
express-webpack-react-redux-typescript-boilerplate,:tada: A full-stack boilerplate that using express with webpack, react and typescirpt!,https://github.com/Armour/express-webpack-react-redux-typescript-boilerplate
invalidate-cloudfront-action,Invalidate AWS CloudFront distribution paths,https://github.com/chetan/invalidate-cloudfront-action
lifeparticle,📠  A Self-Updating Public Profile for GitHub,https://github.com/lifeparticle/lifeparticle
nx-set-shas,:sparkles: A Github Action which sets the base and head SHAs required for `nx affected` commands in CI,https://github.com/nrwl/nx-set-shas
compose-action,This action runs your docker-compose file and clean up before action finished,https://github.com/hoverkraft-tech/compose-action
ssh-action,🖥 github ssh action,https://github.com/fifsky/ssh-action
TMDb-Paging-Playground,A sample to showcase Kotlin, MVVM, Paging, Dagger, RxJava, Coroutines, Jetpack Compose, Retrofit, Glide, DataBinding, MotionLayout, Espresso, Unit test, In-app updates and Github Actions. ,https://github.com/alirezaeiii/TMDb-Paging-Playground
jacoco-report,Github action that publishes the JaCoCo report as a comment in the Pull Request,https://github.com/Madrapps/jacoco-report
merge-to-earn,The reward system for open source development,https://github.com/slice-so/merge-to-earn
figma-action,Export image assets from Figma to GitHub,https://github.com/primer/figma-action
Github-Actions-React-Native,Github Action for React Native Build 🦊,https://github.com/realabbas/Github-Actions-React-Native
cuda-toolkit,GitHub Action to install CUDA,https://github.com/Jimver/cuda-toolkit
setup-chrome,Set up your GitHub Actions workflow with a specific version of chromium ,https://github.com/browser-actions/setup-chrome
very_good_coverage,GitHub Action which helps enforce code coverage threshold using lcov created by Very Good Ventures 🦄,https://github.com/VeryGoodOpenSource/very_good_coverage
SupportDocs,Generate help centers for your iOS apps. Hosted by GitHub and always up-to-date.,https://github.com/aheze/SupportDocs
gh-actions,A Github action for generating Terraform module documentation using terraform-docs and gomplate,https://github.com/terraform-docs/gh-actions
go-starter,Go 服务框架脚手架. 整合 echo、swag、viper、nsq、logrus、fx、xorm、cobra 等第三方库,https://github.com/pinkhello/go-starter
github-actions,Open source list of GitHub Actions. Free free to submit a PR to add your action,https://github.com/boyney123/github-actions
wasmedge-nodejs-starter,A template project to run Rust functions in Node.js through the Second State WebAssembly engine.,https://github.com/second-state/wasmedge-nodejs-starter
drupal9ci,Command Line Interface for implementing Continuous Integration in Drupal 9,https://github.com/Lullabot/drupal9ci
pr2tik1,My GitHub profile-README,https://github.com/pr2tik1/pr2tik1
pr-compliance-action,Check PR for compliance on title, linked issues, and files changed,https://github.com/mtfoley/pr-compliance-action
machine,Machine is a workflow/pipeline library for processing data,https://github.com/whitaker-io/machine
contosotraders-cloudtesting,The Contoso Traders app is a sample application showcasing Playwright, Azure Load Testing, Azure Chaos Studio.,https://github.com/microsoft/contosotraders-cloudtesting
tech-blog-rss-feed,企業のテックブログの更新をまとめたRSSフィードを配信,https://github.com/yamadashy/tech-blog-rss-feed
github-test-reporter,Publish and view test reporting directly in your GitHub Actions CI/CD workflow and Pull Requests with detailed test summaries, failed test analyses, and flaky test detection.,https://github.com/ctrf-io/github-test-reporter
eShopOnWeb,Repository maintained by AZ-400 course and Learn content community. Project used for AZ-400 Labs. Forked from: https://github.com/dotnet-architecture/eShopOnWeb  Sample - ASP.NET Core 8.0 reference application, powered by Microsoft, demonstrating a layered application architecture with monolithic deployment model. ,https://github.com/MicrosoftLearning/eShopOnWeb
get-secretmanager-secrets,A GitHub Action for accessing secrets from Google Secret Manager and making them available as outputs.,https://github.com/google-github-actions/get-secretmanager-secrets
leetcode-stats,Dynamically generated LeetCode stats for your GitHub READMEs!,https://github.com/KnlnKS/leetcode-stats
Nuitka-Action,Action to build with Nuitka on GitHub in your workflows,https://github.com/Nuitka/Nuitka-Action
Selenium-Python-Example,Selenium Python example project with pytest and Allure report,https://github.com/nirtal85/Selenium-Python-Example
HelloActions-Qt,Qt use github-actions(Qt项目使用github的持续集成),https://github.com/jaredtao/HelloActions-Qt
blackcater,Using Node.js to generate my Github profile readme automatically.,https://github.com/blackcater/blackcater
powerplatform-actions-lab,This repo contains sample workflow definitions for GitHub Actions for Microsoft Power Platform.,https://github.com/microsoft/powerplatform-actions-lab
todoist-readme,🚧 Updates README with Todoist Stats of a user,https://github.com/abhisheknaiidu/todoist-readme
surge-preview,🔂 Preview website in surge.sh for every pull request.,https://github.com/afc163/surge-preview
setup-zig,use a @ziglang compiler in your github actions workflows,https://github.com/goto-bus-stop/setup-zig
pytest-github-actions-annotate-failures,Pytest plugin to annotate failed tests with a workflow command for GitHub Actions,https://github.com/pytest-dev/pytest-github-actions-annotate-failures
