Name,Description,URL,Processed_Name,Processed_Description
setup-miniconda,Set up your GitHub Actions workflow with conda via miniconda,https://github.com/conda-incubator/setup-miniconda,['setupminiconda'],"['set', 'github', 'action', 'workflow', 'conda', 'via', 'miniconda']"
action-discord,🚀 GitHub Action that sends a Discord message.,https://github.com/Ilshidur/action-discord,['actiondiscord'],"['github', 'action', 'send', 'discord', 'messag']"
cookiecutter-cms,Python-centric Cookiecutter for Molecular Computational Chemistry Packages,https://github.com/MolSSI/cookiecutter-cms,['cookiecuttercm'],"['pythoncentr', 'cookiecutt', 'molecular', 'comput', 'chemistri', 'packag']"
action,Show a helpful summary of test results in GitHub Actions CI/CD workflow runs,https://github.com/test-summary/action,['action'],"['show', 'help', 'summari', 'test', 'result', 'github', 'action', 'cicd', 'workflow', 'run']"
maximize-build-space,Github action to maximize the available disk space on Github runners,https://github.com/easimon/maximize-build-space,['maximizebuildspac'],"['github', 'action', 'maxim', 'avail', 'disk', 'space', 'github', 'runner']"
hukum,An NPM module that displays Github Action progress in the terminal and aims to improve your development experience by printing status in realtime.,https://github.com/abskmj/hukum,['hukum'],"['npm', 'modul', 'display', 'github', 'action', 'progress', 'termin', 'aim', 'improv', 'develop', 'experi', 'print', 'statu', 'realtim']"
simonw,https://simonwillison.net/2020/Jul/10/self-updating-profile-readme/,https://github.com/simonw/simonw,['simonw'],['httpssimonwillisonnet2020jul10selfupdatingprofilereadm']
Firebase-Distribution-Github-Action,This action uploads artifacts (.apk or .ipa) to Firebase App Distribution.,https://github.com/wzieba/Firebase-Distribution-Github-Action,['firebasedistributiongithubact'],"['action', 'upload', 'artifact', 'apk', 'ipa', 'firebas', 'app', 'distribut']"
actions,A collection of useful GitHub Actions,https://github.com/maddox/actions,['action'],"['collect', 'use', 'github', 'action']"
deployments,🔖 GitHub Action for working painlessly with deployment statuses,https://github.com/bobheadxi/deployments,['deploy'],"['github', 'action', 'work', 'painlessli', 'deploy', 'status']"
prognoza,Libre weather app with widgets and offline support,https://github.com/davidtakac/prognoza,['prognoza'],"['libr', 'weather', 'app', 'widget', 'offlin', 'support']"
liberxue.github.io,Liberxue blog for lightweight Jekyll  themes  轻量级自适应 简洁 卡片式博客主题 3秒搞定GitHub blog,https://github.com/Liberxue/liberxue.github.io,['liberxuegithubio'],"['liberxu', 'blog', 'lightweight', 'jekyl', 'theme', '3github', 'blog']"
rsync-deployments,GitHub Action for deploying code via rsync over ssh,https://github.com/Burnett01/rsync-deployments,['rsyncdeploy'],"['github', 'action', 'deploy', 'code', 'via', 'rsync', 'ssh']"
godot-admob-android,Godot's AdMob Plugin for Android with support for Mediations.,https://github.com/poingstudios/godot-admob-android,['godotadmobandroid'],"['godot', 'admob', 'plugin', 'android', 'support', 'mediat']"
django-react-typescript,This is a non-opinionated Django 5 + React 18 boilerplate built with great development experience and easy deployment in mind.,https://github.com/marcelovicentegc/django-react-typescript,['djangoreacttypescript'],"['nonopinion', 'django', '5', 'react', '18', 'boilerpl', 'built', 'great', 'develop', 'experi', 'easi', 'deploy', 'mind']"
pandoc-action-example,using the pandoc document converter on GitHub Actions,https://github.com/pandoc/pandoc-action-example,['pandocactionexampl'],"['use', 'pandoc', 'document', 'convert', 'github', 'action']"
mkdkr,mkdkr = Makefile + Docker,https://github.com/rosineygp/mkdkr,['mkdkr'],"['mkdkr', 'makefil', 'docker']"
DevOps-Books,Curated DevOps Books,https://github.com/DevOps-Projects-Ideas/DevOps-Books,['devopsbook'],"['curat', 'devop', 'book']"
xcresulttool,A GitHub Action that generates a human-readable test report from the Xcode result bundle and shows it on GitHub Checks.,https://github.com/kishikawakatsumi/xcresulttool,['xcresulttool'],"['github', 'action', 'gener', 'humanread', 'test', 'report', 'xcode', 'result', 'bundl', 'show', 'github', 'check']"
commitlint-github-action,Lints Pull Request commits with commitlint,https://github.com/wagoid/commitlint-github-action,['commitlintgithubact'],"['lint', 'pull', 'request', 'commit', 'commitlint']"
action-deploy-theme,:octocat: Deploy your Ghost theme with Github Actions,https://github.com/TryGhost/action-deploy-theme,['actiondeploythem'],"['octocat', 'deploy', 'ghost', 'theme', 'github', 'action']"
gitleaks-action,Protect your secrets using Gitleaks-Action,https://github.com/gitleaks/gitleaks-action,['gitleaksact'],"['protect', 'secret', 'use', 'gitleaksact']"
msvc-dev-cmd,GitHub Action to setup Developer Command Prompt for Microsoft Visual C++,https://github.com/ilammy/msvc-dev-cmd,['msvcdevcmd'],"['github', 'action', 'setup', 'develop', 'command', 'prompt', 'microsoft', 'visual', 'c']"
pr-size-labeler,🏷 Visualize and optionally limit the size of your Pull Requests,https://github.com/CodelyTV/pr-size-labeler,['prsizelabel'],"['visual', 'option', 'limit', 'size', 'pull', 'request']"
actions-comment-pull-request,GitHub action to comment pull request,https://github.com/thollander/actions-comment-pull-request,['actionscommentpullrequest'],"['github', 'action', 'comment', 'pull', 'request']"
pull-request,⤵️ A GitHub Action for creating pull requests,https://github.com/repo-sync/pull-request,['pullrequest'],"['github', 'action', 'creat', 'pull', 'request']"
action-junit-report,Reports junit test results as GitHub Pull Request Check,https://github.com/mikepenz/action-junit-report,['actionjunitreport'],"['report', 'junit', 'test', 'result', 'github', 'pull', 'request', 'check']"
docker-build-with-cache-action,:octocat: Build and push docker images caching each stage to reduce build time,https://github.com/whoan/docker-build-with-cache-action,['dockerbuildwithcacheact'],"['octocat', 'build', 'push', 'docker', 'imag', 'cach', 'stage', 'reduc', 'build', 'time']"
lighthouse-action,💡🏠 GitHub Action for running @GoogleChromeLabs Lighthouse webpage audits,https://github.com/jakejarvis/lighthouse-action,['lighthouseact'],"['github', 'action', 'run', 'googlechromelab', 'lighthous', 'webpag', 'audit']"
login,Connect to Azure,https://github.com/Azure/login,['login'],"['connect', 'azur']"
actions-netlify,🚀 Netlify deploy from GitHub Actions,https://github.com/nwtgck/actions-netlify,['actionsnetlifi'],"['netlifi', 'deploy', 'github', 'action']"
docker-nginx-php-laravel,Docker environment required to run Laravel (based on official php and mysql docker hub repositories),https://github.com/systemsdk/docker-nginx-php-laravel,['dockernginxphplaravel'],"['docker', 'environ', 'requir', 'run', 'laravel', 'base', 'offici', 'php', 'mysql', 'docker', 'hub', 'repositori']"
Blazor.FileSystemAccess,A Blazor wrapper for the File System Access browser API.,https://github.com/KristofferStrube/Blazor.FileSystemAccess,['blazorfilesystemaccess'],"['blazor', 'wrapper', 'file', 'system', 'access', 'browser', 'api']"
cdk-github-runners,CDK constructs for self-hosted GitHub Actions runners,https://github.com/CloudSnorkel/cdk-github-runners,['cdkgithubrunn'],"['cdk', 'construct', 'selfhost', 'github', 'action', 'runner']"
ggshield-action,GitGuardian Shield GitHub Action - Find exposed credentials in your commits,https://github.com/GitGuardian/ggshield-action,['ggshieldact'],"['gitguardian', 'shield', 'github', 'action', 'find', 'expo', 'credenti', 'commit']"
github-project-automation-plus,🤖 Automate GitHub Project cards with any webhook event,https://github.com/alex-page/github-project-automation-plus,['githubprojectautomationplu'],"['autom', 'github', 'project', 'card', 'webhook', 'event']"
ghaction-import-gpg,GitHub Action to import a GPG key,https://github.com/crazy-max/ghaction-import-gpg,['ghactionimportgpg'],"['github', 'action', 'import', 'gpg', 'key']"
gh-actions-yaml-generator,Ghygen is a GitHub Actions configurator for your PHP / Laravel project.,https://github.com/Hi-Folks/gh-actions-yaml-generator,['ghactionsyamlgener'],"['ghygen', 'github', 'action', 'configur', 'php', 'laravel', 'project']"
deploy-cloud-functions,A GitHub Action that deploys source code to Google Cloud Functions.,https://github.com/google-github-actions/deploy-cloud-functions,['deploycloudfunct'],"['github', 'action', 'deploy', 'sourc', 'code', 'googl', 'cloud', 'function']"
auto-assign-action,An action which adds reviewers to the pull request when the pull request is opened.,https://github.com/kentaro-m/auto-assign-action,['autoassignact'],"['action', 'add', 'review', 'pull', 'request', 'pull', 'request', 'open']"
github-action,,https://github.com/renovatebot/github-action,['githubact'],['nan']
action-ansible-playbook,:gear: A GitHub Action for running Ansible playbooks,https://github.com/dawidd6/action-ansible-playbook,['actionansibleplaybook'],"['gear', 'github', 'action', 'run', 'ansibl', 'playbook']"
action-baseline,A GitHub Action for running the ZAP Baseline scan,https://github.com/zaproxy/action-baseline,['actionbaselin'],"['github', 'action', 'run', 'zap', 'baselin', 'scan']"
android_builder,A useful tool for building android artifacts via Github Action,https://github.com/Wsine/android_builder,['androidbuild'],"['use', 'tool', 'build', 'android', 'artifact', 'via', 'github', 'action']"
secrets-sync-action,A Github Action that can sync secrets from one repository to many others.,https://github.com/jpoehnelt/secrets-sync-action,['secretssyncact'],"['github', 'action', 'sync', 'secret', 'one', 'repositori', 'mani', 'other']"
xcodebuild,A continuously resilient `xcodebuild` “GitHub Action”. Also it’s the best.,https://github.com/mxcl/xcodebuild,['xcodebuild'],"['continu', 'resili', 'xcodebuild', 'github', 'action', 'also', 'best']"
turnstyle,🎟️A GitHub Action for serializing workflow runs,https://github.com/softprops/turnstyle,['turnstyl'],"['github', 'action', 'serial', 'workflow', 'run']"
get-me-a-date,:heart_eyes: Help me get a :cupid: date tonight :first_quarter_moon_with_face:,https://github.com/hfreire/get-me-a-date,['getmead'],"['heartey', 'help', 'get', 'cupid', 'date', 'tonight', 'firstquartermoonwithfac']"
frogbot,🐸 Scans your Git repository with JFrog Xray for security vulnerabilities. 🤖,https://github.com/jfrog/frogbot,['frogbot'],"['scan', 'git', 'repositori', 'jfrog', 'xray', 'secur', 'vulner']"
install-action,GitHub Action for installing development tools (mainly from GitHub Releases).,https://github.com/taiki-e/install-action,['installact'],"['github', 'action', 'instal', 'develop', 'tool', 'mainli', 'github', 'releas']"
poc-github-actions,Various proofs of concept examples using Github Actions 🤖,https://github.com/GuillaumeFalourd/poc-github-actions,['pocgithubact'],"['variou', 'proof', 'concept', 'exampl', 'use', 'github', 'action']"
conventional-changelog-action,Github Action that generates a changelog with the Conventional Changelog CLI,https://github.com/TriPSs/conventional-changelog-action,['conventionalchangelogact'],"['github', 'action', 'gener', 'changelog', 'convent', 'changelog', 'cli']"
goodfirstissues,A website that targets developers who want to contribute to open source software but do not know where or how to start.,https://github.com/iedr/goodfirstissues,['goodfirstissu'],"['websit', 'target', 'develop', 'want', 'contribut', 'open', 'sourc', 'softwar', 'know', 'start']"
tfaction,Framework for Monorepo to build high level Terraform Workflows by GitHub Actions,https://github.com/suzuki-shunsuke/tfaction,['tfaction'],"['framework', 'monorepo', 'build', 'high', 'level', 'terraform', 'workflow', 'github', 'action']"
codeball-action,🔮 Codeball – AI Code Review that finds bugs and fast-tracks your code,https://github.com/sturdy-dev/codeball-action,['codeballact'],"['codebal', 'ai', 'code', 'review', 'find', 'bug', 'fasttrack', 'code']"
actions-yarn,GitHub Action for interacting with yarn,https://github.com/Borales/actions-yarn,['actionsyarn'],"['github', 'action', 'interact', 'yarn']"
NubesGen,Going to production on Azure is only one `git push` away,https://github.com/microsoft/NubesGen,['nubesgen'],"['go', 'product', 'azur', 'one', 'git', 'push', 'away']"
actions-timeline,An Action shows timeline of a workflow in a run summary.,https://github.com/Kesin11/actions-timeline,['actionstimelin'],"['action', 'show', 'timelin', 'workflow', 'run', 'summari']"
awesome-gha-snippets,🤯 A list of useful snippets and tips for GitHub Actions (GHA).,https://github.com/yengoteam/awesome-gha-snippets,['awesomeghasnippet'],"['list', 'use', 'snippet', 'tip', 'github', 'action', 'gha']"
repo-file-sync-action,🔄 GitHub Action to keep files like Action workflows or entire directories in sync between multiple repositories.,https://github.com/BetaHuhn/repo-file-sync-action,['repofilesyncact'],"['github', 'action', 'keep', 'file', 'like', 'action', 'workflow', 'entir', 'directori', 'sync', 'multipl', 'repositori']"
awesome-tool-for-readme-profile,List of thing you can add to your github readme profile,https://github.com/haidang666/awesome-tool-for-readme-profile,['awesometoolforreadmeprofil'],"['list', 'thing', 'add', 'github', 'readm', 'profil']"
rails7-on-docker,Working Rails 7 demo application running in Docker. No node.js or webpack required.,https://github.com/ryanwi/rails7-on-docker,['rails7ondock'],"['work', 'rail', '7', 'demo', 'applic', 'run', 'docker', 'nodej', 'webpack', 'requir']"
Terramaid,A utility for generating Mermaid diagrams from Terraform configurations,https://github.com/RoseSecurity/Terramaid,['terramaid'],"['util', 'gener', 'mermaid', 'diagram', 'terraform', 'configur']"
creatly-backend,🚀 Creatly backend app,https://github.com/Creatly/creatly-backend,['creatlybackend'],"['creatli', 'backend', 'app']"
gatsby-gh-pages-action,GitHub Action to build and deploy your Gatsby site to GitHub Pages ❤️🎩,https://github.com/enriikke/gatsby-gh-pages-action,['gatsbyghpagesact'],"['github', 'action', 'build', 'deploy', 'gatsbi', 'site', 'github', 'page']"
github-action,CLA Assistant GitHub Action,https://github.com/contributor-assistant/github-action,['githubact'],"['cla', 'assist', 'github', 'action']"
action-full-scan,A GitHub Action for running the ZAP Full scan ,https://github.com/zaproxy/action-full-scan,['actionfullscan'],"['github', 'action', 'run', 'zap', 'full', 'scan']"
docker-build-push,Docker Build & Push GitHub Action,https://github.com/mr-smithers-excellent/docker-build-push,['dockerbuildpush'],"['docker', 'build', 'push', 'github', 'action']"
docker-compose-actions-workflow,GitHub Actions workflow example using Docker Compose to build and test a multi-container stack,https://github.com/peter-evans/docker-compose-actions-workflow,['dockercomposeactionsworkflow'],"['github', 'action', 'workflow', 'exampl', 'use', 'docker', 'compos', 'build', 'test', 'multicontain', 'stack']"
github-act-runner,act as self-hosted runner,https://github.com/ChristopherHX/github-act-runner,['githubactrunn'],"['act', 'selfhost', 'runner']"
docker-ci-automation,GitHub Actions automation examples with Docker's official actions,https://github.com/BretFisher/docker-ci-automation,['dockerciautom'],"['github', 'action', 'autom', 'exampl', 'docker', 'offici', 'action']"
reposaur,Open source compliance tool for development platforms.,https://github.com/reposaur/reposaur,['reposaur'],"['open', 'sourc', 'complianc', 'tool', 'develop', 'platform']"
actions-build-padavan-openwrt,GitHub Action 学习实例 - 自动编译 padavan 和 openWrt,https://github.com/huazhuangnan/actions-build-padavan-openwrt,['actionsbuildpadavanopenwrt'],"['github', 'action', 'padavan', 'openwrt']"
uptime-monitor,⬆️📈 Uptime monitor powered by GitHub Actions,https://github.com/upptime/uptime-monitor,['uptimemonitor'],"['uptim', 'monitor', 'power', 'github', 'action']"
wait-for-secrets,Publish from GitHub Actions using multi-factor authentication,https://github.com/step-security/wait-for-secrets,['waitforsecret'],"['publish', 'github', 'action', 'use', 'multifactor', 'authent']"
scorecard-action,Official GitHub Action for OpenSSF Scorecard.,https://github.com/ossf/scorecard-action,['scorecardact'],"['offici', 'github', 'action', 'openssf', 'scorecard']"
check-spelling,Spelling checker action to check spelling in repositories / pull requests / commits,https://github.com/check-spelling/check-spelling,['checkspel'],"['spell', 'checker', 'action', 'check', 'spell', 'repositori', 'pull', 'request', 'commit']"
useful-actions,Curated list of useful Github actions with workflows examples 💡,https://github.com/GuillaumeFalourd/useful-actions,['usefulact'],"['curat', 'list', 'use', 'github', 'action', 'workflow', 'exampl']"
aws-codebuild-run-build,Run an AWS CodeBuild project as a step in a GitHub Actions workflow job.,https://github.com/aws-actions/aws-codebuild-run-build,['awscodebuildrunbuild'],"['run', 'aw', 'codebuild', 'project', 'step', 'github', 'action', 'workflow', 'job']"
secure-repo,Orchestrate GitHub Actions Security,https://github.com/step-security/secure-repo,['securerepo'],"['orchestr', 'github', 'action', 'secur']"
notify-server,🍰微信消息通知,https://github.com/JS-banana/notify-server,['notifyserv'],[]
setup-swift,GitHub Action that setup a Swift environment,https://github.com/swift-actions/setup-swift,['setupswift'],"['github', 'action', 'setup', 'swift', 'environ']"
ashleymavericks,:octocat: Config for my GitHub profile,https://github.com/ashleymavericks/ashleymavericks,['ashleymaverick'],"['octocat', 'config', 'github', 'profil']"
profile-readme-stats,Showcase your github stats on your profile README.md,https://github.com/teoxoy/profile-readme-stats,['profilereadmestat'],"['showcas', 'github', 'stat', 'profil', 'readmemd']"
k8s-deploy,GitHub Action for deploying to Kubernetes clusters,https://github.com/Azure/k8s-deploy,['k8sdeploy'],"['github', 'action', 'deploy', 'kubernet', 'cluster']"
Devops-Tools-Documentation,This Repository contains DevOps Projects and Tools Documentation step by step practice ,https://github.com/johnbedeir/Devops-Tools-Documentation,['devopstoolsdocument'],"['repositori', 'contain', 'devop', 'project', 'tool', 'document', 'step', 'step', 'practic']"
deploy-appengine,A GitHub Action that deploys source code to Google App Engine.,https://github.com/google-github-actions/deploy-appengine,['deployappengin'],"['github', 'action', 'deploy', 'sourc', 'code', 'googl', 'app', 'engin']"
chart-testing-action,A GitHub Action to lint and test Helm charts,https://github.com/helm/chart-testing-action,['charttestingact'],"['github', 'action', 'lint', 'test', 'helm', 'chart']"
publish-spa,A github action and CLI to publish logseq graphs as a SPA app,https://github.com/logseq/publish-spa,['publishspa'],"['github', 'action', 'cli', 'publish', 'logseq', 'graph', 'spa', 'app']"
github-slug-action,GitHub Action to expose slug value of GitHub environment variables inside your GitHub workflow,https://github.com/rlespinasse/github-slug-action,['githubslugact'],"['github', 'action', 'expo', 'slug', 'valu', 'github', 'environ', 'variabl', 'insid', 'github', 'workflow']"
upload-rust-binary-action,GitHub Action for building and uploading Rust binary to GitHub Releases.,https://github.com/taiki-e/upload-rust-binary-action,['uploadrustbinaryact'],"['github', 'action', 'build', 'upload', 'rust', 'binari', 'github', 'releas']"
electron-shadcn,:electron: Electron Forge with shadcn-ui (Vite + Typescript),https://github.com/LuanRoger/electron-shadcn,['electronshadcn'],"['electron', 'electron', 'forg', 'shadcnui', 'vite', 'typescript']"
ansible-lint-action,❗️Replaced by https://github.com/marketplace/actions/run-ansible-lint,https://github.com/ansible/ansible-lint-action,['ansiblelintact'],"['replac', 'httpsgithubcommarketplaceactionsrunansiblelint']"
poutine,boostsecurityio/poutine,https://github.com/boostsecurityio/poutine,['poutin'],['boostsecurityiopoutin']
sbt-native-image,Plugin to generate native-image binaries with sbt,https://github.com/scalameta/sbt-native-image,['sbtnativeimag'],"['plugin', 'gener', 'nativeimag', 'binari', 'sbt']"
auto-assign,🤖 A Probot app that adds reviewers to pull requests when pull requests are opened.,https://github.com/kentaro-m/auto-assign,['autoassign'],"['probot', 'app', 'add', 'review', 'pull', 'request', 'pull', 'request', 'open']"
wflow,🐆 EXPERIMENTAL -- Runs GitHub Actions workflows locally (local) -- Don't run your YAML like a 🐪,https://github.com/phishy/wflow,['wflow'],"['experiment', 'run', 'github', 'action', 'workflow', 'local', 'local', 'dont', 'run', 'yaml', 'like']"
tox-gh-actions,Seamless integration of tox into GitHub Actions for tox 3 and 4,https://github.com/ymyzk/tox-gh-actions,['toxghact'],"['seamless', 'integr', 'tox', 'github', 'action', 'tox', '3', '4']"
pr-labeler-action,Automatically labels your PRs based on branch name patterns like feature/* or fix/*.,https://github.com/TimonVS/pr-labeler-action,['prlabeleract'],"['automat', 'label', 'pr', 'base', 'branch', 'name', 'pattern', 'like', 'featur', 'fix']"
backport,A simple CLI tool that automates the process of backporting commits on a GitHub repo,https://github.com/sorenlouv/backport,['backport'],"['simpl', 'cli', 'tool', 'autom', 'process', 'backport', 'commit', 'github', 'repo']"
gitploy,Build the deployment system around GitHub in minutes.,https://github.com/gitploy-io/gitploy,['gitploy'],"['build', 'deploy', 'system', 'around', 'github', 'minut']"
jekyll-action,A GitHub Action to publish Jekyll based content as a GitHub Pages site,https://github.com/helaili/jekyll-action,['jekyllact'],"['github', 'action', 'publish', 'jekyl', 'base', 'content', 'github', 'page', 'site']"
mc-publish,🚀 Your one-stop GitHub Action for seamless Minecraft project publication across various platforms.,https://github.com/Kir-Antipov/mc-publish,['mcpublish'],"['onestop', 'github', 'action', 'seamless', 'minecraft', 'project', 'public', 'across', 'variou', 'platform']"
zola-deploy-action,Github action for building a Zola site and deploying to Github Pages,https://github.com/shalzz/zola-deploy-action,['zoladeployact'],"['github', 'action', 'build', 'zola', 'site', 'deploy', 'github', 'page']"
actions,GitHub Action for Infracost.  See cloud cost estimates for Terraform in pull requests. 💰📉 Love your cloud bill! ,https://github.com/infracost/actions,['action'],"['github', 'action', 'infracost', 'see', 'cloud', 'cost', 'estim', 'terraform', 'pull', 'request', 'love', 'cloud', 'bill']"
setup-kind,kind (Kubernetes in Docker) GitHub Action,https://github.com/engineerd/setup-kind,['setupkind'],"['kind', 'kubernet', 'docker', 'github', 'action']"
GFWList2AGH,Generate diversion list for AdGuard Home and other softwares,https://github.com/hezhijie0327/GFWList2AGH,['gfwlist2agh'],"['gener', 'diver', 'list', 'adguard', 'home', 'softwar']"
gcloud,GitHub Action for interacting with Google Cloud Platform (GCP),https://github.com/actions-hub/gcloud,['gcloud'],"['github', 'action', 'interact', 'googl', 'cloud', 'platform', 'gcp']"
Gato-X,GitHub Attack Toolkit - Extreme Edition - A static analysis and exploit toolkit for GitHub Actions.,https://github.com/AdnaneKhan/Gato-X,['gatox'],"['github', 'attack', 'toolkit', 'extrem', 'edit', 'static', 'analysi', 'exploit', 'toolkit', 'github', 'action']"
upload-cloud-storage,A GitHub Action for uploading files to a Google Cloud Storage (GCS) bucket.,https://github.com/google-github-actions/upload-cloud-storage,['uploadcloudstorag'],"['github', 'action', 'upload', 'file', 'googl', 'cloud', 'storag', 'gc', 'bucket']"
spring-boot-graalvm,This example project shows how to compile a Webflux based Spring Boot application into a Native App using GraalVM Native Image locally & on GitHub Actions with & without Docker,https://github.com/jonashackt/spring-boot-graalvm,['springbootgraalvm'],"['exampl', 'project', 'show', 'compil', 'webflux', 'base', 'spring', 'boot', 'applic', 'nativ', 'app', 'use', 'graalvm', 'nativ', 'imag', 'local', 'github', 'action', 'without', 'docker']"
gdextension,GDExtension template that automatically builds into a self-contained addon for the Godot Asset Library. Updated to Godot 4.3.,https://github.com/nathanfranke/gdextension,['gdextens'],"['gdextens', 'templat', 'automat', 'build', 'selfcontain', 'addon', 'godot', 'asset', 'librari', 'updat', 'godot', '43']"
nba-prediction,A project to deploy an online app that predicts the win probability for each NBA game every day. Demonstrates end-to-end Machine Learning deployment.,https://github.com/cmunch1/nba-prediction,['nbapredict'],"['project', 'deploy', 'onlin', 'app', 'predict', 'win', 'probabl', 'nba', 'game', 'everi', 'day', 'demonstr', 'endtoend', 'machin', 'learn', 'deploy']"
academic-pandoc-template,Write beautifully typeset academic texts with distraction-free Markdown and Pandoc.,https://github.com/maehr/academic-pandoc-template,['academicpandoctempl'],"['write', 'beauti', 'typeset', 'academ', 'text', 'distractionfre', 'markdown', 'pandoc']"
setup-rust-toolchain,Setup a specific Rust toolchain with extra features like problem matchers,https://github.com/actions-rust-lang/setup-rust-toolchain,['setuprusttoolchain'],"['setup', 'specif', 'rust', 'toolchain', 'extra', 'featur', 'like', 'problem', 'matcher']"
mongodb-github-action,Use MongoDB in GitHub Actions,https://github.com/supercharge/mongodb-github-action,['mongodbgithubact'],"['use', 'mongodb', 'github', 'action']"
automated-build-android-app-with-github-action,CI/CD Automated Build Android App Bundle / APK With Github Action,https://github.com/amirisback/automated-build-android-app-with-github-action,['automatedbuildandroidappwithgithubact'],"['cicd', 'autom', 'build', 'android', 'app', 'bundl', 'apk', 'github', 'action']"
composer-install,:gift: A GitHub Action to streamline installation of PHP dependencies with Composer.,https://github.com/ramsey/composer-install,['composerinstal'],"['gift', 'github', 'action', 'streamlin', 'instal', 'php', 'depend', 'compos']"
scan-action,Anchore container analysis and scan provided as a GitHub Action,https://github.com/anchore/scan-action,['scanact'],"['anchor', 'contain', 'analysi', 'scan', 'provid', 'github', 'action']"
NottinghamWall,校园墙uniapp,https://github.com/CompPsyUnion/NottinghamWall,['nottinghamwal'],['uniapp']
toc-generator,GitHub Actions to generate TOC (Table of Contents),https://github.com/technote-space/toc-generator,['tocgener'],"['github', 'action', 'gener', 'toc', 'tabl', 'content']"
is-sponsor-label-action,💖🔖 A GitHub Action that labels issues/PRs if the author sponsors the owner of the repo,https://github.com/JasonEtco/is-sponsor-label-action,['issponsorlabelact'],"['github', 'action', 'label', 'issuespr', 'author', 'sponsor', 'owner', 'repo']"
ghaction-docker-buildx,:octocat: GitHub Action to set up Docker Buildx,https://github.com/crazy-max/ghaction-docker-buildx,['ghactiondockerbuildx'],"['octocat', 'github', 'action', 'set', 'docker', 'buildx']"
nrwl-nx-action,A GitHub Action to wrap Nrwl Nx commands in your workflows.,https://github.com/MansaGroup/nrwl-nx-action,['nrwlnxaction'],"['github', 'action', 'wrap', 'nrwl', 'nx', 'command', 'workflow']"
npm-publish-action,GitHub action to automatically publish packages to npm,https://github.com/pascalgn/npm-publish-action,['npmpublishact'],"['github', 'action', 'automat', 'publish', 'packag', 'npm']"
git-publish-subdir-action,GitHub Action to push a subdirectory as a branch to any git repo (e.g. for GitHub Pages),https://github.com/s0/git-publish-subdir-action,['gitpublishsubdiract'],"['github', 'action', 'push', 'subdirectori', 'branch', 'git', 'repo', 'eg', 'github', 'page']"
branch-names,:octocat: Github action to retrieve branch or tag names with support for all events.,https://github.com/tj-actions/branch-names,['branchnam'],"['octocat', 'github', 'action', 'retriev', 'branch', 'tag', 'name', 'support', 'event']"
publish-vscode-extension,GitHub action to publish your VS Code Extension to the Open VSX Registry or Visual Studio Marketplace.,https://github.com/HaaLeo/publish-vscode-extension,['publishvscodeextens'],"['github', 'action', 'publish', 'v', 'code', 'extens', 'open', 'vsx', 'registri', 'visual', 'studio', 'marketplac']"
bake-action,GitHub Action to use Docker Buildx Bake as a high-level build command,https://github.com/docker/bake-action,['bakeact'],"['github', 'action', 'use', 'docker', 'buildx', 'bake', 'highlevel', 'build', 'command']"
goreadme,Generate readme file from Go doc. Now available as a Github action!,https://github.com/posener/goreadme,['goreadm'],"['gener', 'readm', 'file', 'go', 'doc', 'avail', 'github', 'action']"
gpt-translate,💬Translate Files into Any Languages with AI,https://github.com/3ru/gpt-translate,['gpttranslat'],"['translat', 'file', 'languag', 'ai']"
import-codesign-certs,GitHub Action for Importing Code-signing Certificates into a Keychain,https://github.com/Apple-Actions/import-codesign-certs,['importcodesigncert'],"['github', 'action', 'import', 'codesign', 'certif', 'keychain']"
ColorCop, a free multi-purpose color picker for Windows,https://github.com/ColorCop/ColorCop,['colorcop'],"['free', 'multipurpos', 'color', 'picker', 'window']"
todo-actions,Turn TODO in source code into issues and close them when they are gone. Runs on GitHub Actions.,https://github.com/dtinth/todo-actions,['todoact'],"['turn', 'todo', 'sourc', 'code', 'issu', 'close', 'gone', 'run', 'github', 'action']"
CodeCoverageSummary,A GitHub Action that reads Cobertura format code coverage files and outputs a text or markdown summary.,https://github.com/irongut/CodeCoverageSummary,['codecoveragesummari'],"['github', 'action', 'read', 'cobertura', 'format', 'code', 'coverag', 'file', 'output', 'text', 'markdown', 'summari']"
load-secrets-action,Load secrets from 1Password into your GitHub Actions jobs,https://github.com/1Password/load-secrets-action,['loadsecretsact'],"['load', 'secret', '1password', 'github', 'action', 'job']"
aws-cdk-github-actions,,https://github.com/youyo/aws-cdk-github-actions,['awscdkgithubact'],['nan']
setup-cpp,Install all the tools required for building and testing C++/C projects.,https://github.com/aminya/setup-cpp,['setupcpp'],"['instal', 'tool', 'requir', 'build', 'test', 'cc', 'project']"
setup-ocaml,GitHub Action for the OCaml programming language,https://github.com/ocaml/setup-ocaml,['setupocaml'],"['github', 'action', 'ocaml', 'program', 'languag']"
deploy-to-neocities,🐈 Github Action to deploy a folder to Neocities,https://github.com/bcomnes/deploy-to-neocities,['deploytoneoc'],"['github', 'action', 'deploy', 'folder', 'neociti']"
vite-component-library-template,⚛️ Vite + React Starter Component Library Template,https://github.com/IgnacioNMiranda/vite-component-library-template,['vitecomponentlibrarytempl'],"['vite', 'react', 'starter', 'compon', 'librari', 'templat']"
codeclimate-action,GitHub Action to send your code coverage to CodeClimate,https://github.com/paambaati/codeclimate-action,['codeclimateact'],"['github', 'action', 'send', 'code', 'coverag', 'codeclim']"
