0,1
"Nisei male. Born October 30, 1926, in small town of Thomas, Washington, on family farm. Attended school in Auburn, Washington, before being removed to the Pinedale Assembly Center and Tule Lake concentration camp, California. Left camp to work in Idaho, and was subsequently joined by family. Postwar, became a social anthropologist, and later became only the second Nisei to teach at San Francisco State University. Instrumental in the struggle to establish the field of Ethnic Studies. Brother of Gordon Hirabayashi, who defied the curfew and removal orders in 1942, and was arrested, convicted, and imprisoned. Gordon Hirabayashi's conviction was vacated in 1986.","['nisei', 'male', 'born', 'octob', '30', '1926', 'small', 'town', 'thoma', 'washington', 'famili', 'farm', 'attend', 'school', 'auburn', 'washington', 'remov', 'pinedal', 'assembl', 'center', 'tule', 'lake', 'concentr', 'camp', 'california', 'left', 'camp', 'work', 'idaho', 'subsequ', 'join', 'famili', 'postwar', 'becam', 'social', 'anthropologist', 'later', 'becam', 'second', 'nisei', 'teach', 'san', 'francisco', 'state', 'univers', 'instrument', 'struggl', 'establish', 'field', 'ethnic', 'studi', 'brother', 'gordon', 'hirabayashi', 'defi', 'curfew', 'remov', 'order', '1942', 'arrest', 'convict', 'imprison', 'gordon', 'hirabayashi', 'convict', 'vacat', '1986']"
"Nisei male. Born April 14, 1907, in Pauilo, Hawaii. Lived in Japan from 1915 to 1923, and settled on the mainland upon his return to the United States. Was married in 1930, and was removed along with family to Manzanar concentration camp, California, during World War II. While in Manzanar, organized the Mess Hall Workers Union. Accused of beating up a suspected government informant and was placed in jail, sparking the so-called ""Manzanar Riot."" Was moved to various jails and the Citizen Isolation Centers Leupp, Arizona, and Moab, Utah, before being reunited with his family in Tule Lake Segregation Center. After release from camp, moved to the Santa Clara Valley, raised three children, and became a farmer.","['nisei', 'male', 'born', 'april', '14', '1907', 'pauilo', 'hawaii', 'live', 'japan', '1915', '1923', 'settl', 'mainland', 'upon', 'return', 'unit', 'state', 'marri', '1930', 'remov', 'along', 'famili', 'manzanar', 'concentr', 'camp', 'california', 'world', 'war', 'ii', 'manzanar', 'organ', 'mess', 'hall', 'worker', 'union', 'accus', 'beat', 'suspect', 'govern', 'inform', 'place', 'jail', 'spark', 'socal', 'manzanar', 'riot', 'move', 'variou', 'jail', 'citizen', 'isol', 'center', 'leupp', 'arizona', 'moab', 'utah', 'reunit', 'famili', 'tule', 'lake', 'segreg', 'center', 'releas', 'camp', 'move', 'santa', 'clara', 'valley', 'rais', 'three', 'child', 'becam', 'farmer']"
"Nisei male. Born September 23, 1916, in Los Angeles, California. Attended Los Angeles City College for one year before leaving to run the family produce business. Married and had a daughter before being removed to Pomona Assembly Center, California, and Heart Mountain concentration camp, Wyoming. The leader of Heart Mountain's Fair Play Committee, was convicted of resisting the draft, and was imprisoned for eighteen months at Leavenworth, Kansas. After leaving prison, worked for the U.S. post office and the California state unemployment office. Mr. Emi practiced judo as a young person before the war, and postwar, taught at the Hollywood Judo Dojo.","['nisei', 'male', 'born', 'septemb', '23', '1916', 'lo', 'angel', 'california', 'attend', 'lo', 'angel', 'citi', 'colleg', 'one', 'year', 'leav', 'run', 'famili', 'produc', 'busi', 'marri', 'daughter', 'remov', 'pomona', 'assembl', 'center', 'california', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'leader', 'heart', 'mountain', 'fair', 'play', 'committe', 'convict', 'resist', 'draft', 'imprison', 'eighteen', 'month', 'leavenworth', 'kansa', 'leav', 'prison', 'work', 'u', 'post', 'offic', 'california', 'state', 'unemploy', 'offic', 'mr', 'emi', 'practic', 'judo', 'young', 'person', 'war', 'postwar', 'taught', 'hollywood', 'judo', 'dojo']"
"Nisei female. Born August 23, 1921, in Redondo Beach, California. Raised in California before mass removal to Parker Dam Assembly Center, Arizona, which was later converted into Poston concentration camp. An aspiring writer, worked for the camp newspaper, the Poston Chronicle, while incarcerated. After leaving camp, returned to California and worked for the Los Angeles Tribune. In 1988, published a book titled Seventeen Syllables and other stories. Hisaye received an American Book Award for Lifetime Achievement from the Before Columbus Foundation, and several of her short stories were adapted into a PBS film, ""Hot Summer Winds.""","['nisei', 'femal', 'born', 'august', '23', '1921', 'redondo', 'beach', 'california', 'rais', 'california', 'mass', 'remov', 'parker', 'dam', 'assembl', 'center', 'arizona', 'later', 'convert', 'poston', 'concentr', 'camp', 'aspir', 'writer', 'work', 'camp', 'newspap', 'poston', 'chronicl', 'incarcer', 'leav', 'camp', 'return', 'california', 'work', 'lo', 'angel', 'tribun', '1988', 'publish', 'book', 'titl', 'seventeen', 'syllabl', 'stori', 'hisay', 'receiv', 'american', 'book', 'award', 'lifetim', 'achiev', 'columbu', 'foundat', 'sever', 'short', 'stori', 'adapt', 'pb', 'film', 'hot', 'summer', 'wind']"
"Nisei male. Born November 27, 1912, on Bainbridge Island, Washington. After the bombing of Pearl Harbor, moved to Denver and took a job as English Editor of a Japanese American vernacular newspaper, the Rocky Shimpo. As editor, wrote about and supported the Fair Play Committee in Heart Mountain concentration camp. Was charged and tried for conspiracy to counsel draft evasion, and was acquitted on the grounds of the First Amendment and freedom of the press. Mr. Omura was awarded the Lifetime Achievement Award from the Asian American Journalists Association.","['nisei', 'male', 'born', 'novemb', '27', '1912', 'bainbridg', 'island', 'washington', 'bomb', 'pearl', 'harbor', 'move', 'denver', 'took', 'job', 'english', 'editor', 'japanes', 'american', 'vernacular', 'newspap', 'rocki', 'shimpo', 'editor', 'wrote', 'support', 'fair', 'play', 'committe', 'heart', 'mountain', 'concentr', 'camp', 'charg', 'tri', 'conspiraci', 'counsel', 'draft', 'evas', 'acquit', 'ground', 'first', 'amend', 'freedom', 'press', 'mr', 'omura', 'award', 'lifetim', 'achiev', 'award', 'asian', 'american', 'journalist', 'associ']"
"White male. Born May 26, 1918, in Visalia, California. Attended school in Sacramento, California, and then enrolled in the University of Southern California. Involved in the development of the new progressive education theory at Stanford University in the 1930s, and was teaching high school in Sacramento, California when Pearl Harbor was bombed. Worked as a teacher at the Minidoka concentration camp, Idaho.","['white', 'male', 'born', 'may', '26', '1918', 'visalia', 'california', 'attend', 'school', 'sacramento', 'california', 'enrol', 'univers', 'southern', 'california', 'involv', 'develop', 'new', 'progress', 'educ', 'theori', 'stanford', 'univers', '1930', 'teach', 'high', 'school', 'sacramento', 'california', 'pearl', 'harbor', 'bomb', 'work', 'teacher', 'minidoka', 'concentr', 'camp', 'idaho']"
"White female. Born March 23, 1916, in Bloomfield, New Jersey. Attended Michigan State College, then Stanford University for graduate courses, before becoming a high school teacher at the Minidoka concentration camp. After World War II, worked for various organizations in the field of race relations, including the San Francisco Council for Civic Unity, and the Oakland Redevelopment Agency.","['white', 'femal', 'born', 'march', '23', '1916', 'bloomfield', 'new', 'jersey', 'attend', 'michigan', 'state', 'colleg', 'stanford', 'univers', 'graduat', 'cours', 'becom', 'high', 'school', 'teacher', 'minidoka', 'concentr', 'camp', 'world', 'war', 'ii', 'work', 'variou', 'organ', 'field', 'race', 'relat', 'includ', 'san', 'francisco', 'council', 'civic', 'uniti', 'oakland', 'redevelop', 'agenc']"
"Nisei female. Born December 30, 1927, in Seattle, Washington. Lived in Japan for fifteen months as a child, before returning to Seattle to attend junior high school. After the bombing of Pearl Harbor, father was picked up by the FBI and taken to the Department of Justice camp at Missoula, Montana. Removed to the Puyallup Assembly Center, Washington, before being reunited with father at the Minidoka concentration camp, Idaho. Family volunteered to leave for Japan in 1943 on the U.S. government's ""exchange ship,"" the USS Gripsholm. Attended high school in Japan, and participated in military and air raid drills. During the U.S.'s postwar occupation of Japan, attended Doshisha University and worked for a U.S. army station hospital library. Returned to the U.S. and enrolled at St. Mary's teaching hospital in Rochester, Minnesota. Denied redress because of expatriation to Japan, but succeeded in obtaining redress in 1996 after filing a class-action lawsuit.","['nisei', 'femal', 'born', 'decemb', '30', '1927', 'seattl', 'washington', 'live', 'japan', 'fifteen', 'month', 'child', 'return', 'seattl', 'attend', 'junior', 'high', 'school', 'bomb', 'pearl', 'harbor', 'father', 'pick', 'fbi', 'taken', 'depart', 'justic', 'camp', 'missoula', 'montana', 'remov', 'puyallup', 'assembl', 'center', 'washington', 'reunit', 'father', 'minidoka', 'concentr', 'camp', 'idaho', 'famili', 'volunt', 'leav', 'japan', '1943', 'u', 'govern', 'exchang', 'ship', 'us', 'gripsholm', 'attend', 'high', 'school', 'japan', 'particip', 'militari', 'air', 'raid', 'drill', 'us', 'postwar', 'occup', 'japan', 'attend', 'doshisha', 'univers', 'work', 'u', 'armi', 'station', 'hospit', 'librari', 'return', 'u', 'enrol', 'st', 'mari', 'teach', 'hospit', 'rochest', 'minnesota', 'deni', 'redress', 'expatri', 'japan', 'succeed', 'obtain', 'redress', '1996', 'file', 'classact', 'lawsuit']"
"Nisei male. Born December 1, 1918, in Kent, Washington. Became interested in music in junior high school, and played in various music groups. Upon graduating from high school, worked for a manufacturing plant, and then volunteered for the army. Separated from unit along with other Japanese Americans after the bombing of Pearl Harbor, and eventually served as an interpreter for a court-martial involving the shooting of two Issei men in a Department of Justice internment camp. Assigned to the 522nd Field Artillery Battalion, which was involved in liberating the Dachau concentration camp in Germany. Returned to Seattle after the war, and started a successful insurance business.","['nisei', 'male', 'born', 'decemb', '1', '1918', 'kent', 'washington', 'becam', 'interest', 'music', 'junior', 'high', 'school', 'play', 'variou', 'music', 'group', 'upon', 'graduat', 'high', 'school', 'work', 'manufactur', 'plant', 'volunt', 'armi', 'separ', 'unit', 'along', 'japanes', 'american', 'bomb', 'pearl', 'harbor', 'eventu', 'serv', 'interpret', 'courtmarti', 'involv', 'shoot', 'two', 'issei', 'men', 'depart', 'justic', 'intern', 'camp', 'assign', '522nd', 'field', 'artilleri', 'battalion', 'involv', 'liber', 'dachau', 'concentr', 'camp', 'germani', 'return', 'seattl', 'war', 'start', 'success', 'insur', 'busi']"
"Nisei male. Born June 6, 1930, in Callao, Peru. Grew up in Peru, raised by both parents and grandparents. During World War II, taken with parents to the United States on a U.S. troop transport ship. Lived in the Crystal City internment camp, Texas, until family moved to work at Seabrook, New Jersey, a produce work company camp. Drafted into the army in the 1950s, even though considered an illegal alien, and served in Germany. Raised a family in Chicago, Illinois, and San Jose, California after military discharge. In recent years, attended several pilgrimages to Tule Lake concentration camp, California, as well as reunions of Japanese Peruvians. Involved in the Campaign for Justice, an effort to obtain redress for Japanese Latin Americans.","['nisei', 'male', 'born', 'june', '6', '1930', 'callao', 'peru', 'grew', 'peru', 'rais', 'parent', 'grandpar', 'world', 'war', 'ii', 'taken', 'parent', 'unit', 'state', 'u', 'troop', 'transport', 'ship', 'live', 'crystal', 'citi', 'intern', 'camp', 'texa', 'famili', 'move', 'work', 'seabrook', 'new', 'jersey', 'produc', 'work', 'compani', 'camp', 'draft', 'armi', '1950', 'even', 'though', 'consid', 'illeg', 'alien', 'serv', 'germani', 'rais', 'famili', 'chicago', 'illinoi', 'san', 'jose', 'california', 'militari', 'discharg', 'recent', 'year', 'attend', 'sever', 'pilgrimag', 'tule', 'lake', 'concentr', 'camp', 'california', 'well', 'reunion', 'japanes', 'peruvian', 'involv', 'campaign', 'justic', 'effort', 'obtain', 'redress', 'japanes', 'latin', 'american']"
"Nisei female. Born May 30, 1933, in Hood River, Oregon. Raised in the Hood River valley on family farm. After December 7, 1941, removed to the Pinedale Assembly Center, California, and then to the Tule Lake concentration camp, California. In 1943, moved with family to the Minidoka concentration camp, Idaho, before leaving camp for Chicago, Illinois, after the war. Married Art Shibayama, a Japanese Peruvian, and raised a family in Chicago, Illinois and San Jose, California. Involved in lobbying congresspeople in Washington, D.C., on behalf of Japanese Latin Americans and their fight for redress.","['nisei', 'femal', 'born', 'may', '30', '1933', 'hood', 'river', 'oregon', 'rais', 'hood', 'river', 'valley', 'famili', 'farm', 'decemb', '7', '1941', 'remov', 'pinedal', 'assembl', 'center', 'california', 'tule', 'lake', 'concentr', 'camp', 'california', '1943', 'move', 'famili', 'minidoka', 'concentr', 'camp', 'idaho', 'leav', 'camp', 'chicago', 'illinoi', 'war', 'marri', 'art', 'shibayama', 'japanes', 'peruvian', 'rais', 'famili', 'chicago', 'illinoi', 'san', 'jose', 'california', 'involv', 'lobbi', 'congresspeopl', 'washington', 'dc', 'behalf', 'japanes', 'latin', 'american', 'fight', 'redress']"
"Nisei male. Born May 1, 1913, in Laguna, California. Lived in Japan from childhood through teenage years, before returning to the United States during high school. Incarcerated in the Santa Anita Assembly Center, California, and the Jerome concentration camp, Arkansas. Volunteered for the U.S. army in 1942, and was inducted in the Military Intelligence Service. Selected for a dangerous mission in Burma, becoming one of the famed Merrill's Marauders. Provided crucial intelligence information for the U.S. government after tapping into a Japanese army communications wire in Burma. Instrumental in a mission to hold Nhpum Ga hill in Burma, in which he shouted military orders in Japanese to confuse the attacking Japanese soldiers. Awarded the Legion of Merit from the U.S. military, and stationed in China and Japan after the war. Met future wife while working undercover in Japan. Inducted into the Ranger Hall of Fame in 1993.","['nisei', 'male', 'born', 'may', '1', '1913', 'laguna', 'california', 'live', 'japan', 'childhood', 'teenag', 'year', 'return', 'unit', 'state', 'high', 'school', 'incarcer', 'santa', 'anita', 'assembl', 'center', 'california', 'jerom', 'concentr', 'camp', 'arkansa', 'volunt', 'u', 'armi', '1942', 'induct', 'militari', 'intellig', 'servic', 'select', 'danger', 'mission', 'burma', 'becom', 'one', 'fame', 'merril', 'maraud', 'provid', 'crucial', 'intellig', 'inform', 'u', 'govern', 'tap', 'japanes', 'armi', 'commun', 'wire', 'burma', 'instrument', 'mission', 'hold', 'nhpum', 'ga', 'hill', 'burma', 'shout', 'militari', 'order', 'japanes', 'confus', 'attack', 'japanes', 'soldier', 'award', 'legion', 'merit', 'u', 'militari', 'station', 'china', 'japan', 'war', 'met', 'futur', 'wife', 'work', 'undercov', 'japan', 'induct', 'ranger', 'hall', 'fame', '1993']"
"Nisei male. Born July 17, 1914, in Gardena, California. Passively resisted ""evacuation"" in 1942, forcing two soldiers to carry him out of his home. Incarcerated at Heart Mountain concentration camp, Wyoming, and became one of the steering committee leaders of the Fair Play Committee (FPC). Was tried along with the other FPC leaders and was convicted to conspiracy to counsel draft evasion. Served time in Leavenworth Federal Penitentiary, Kansas, and then returned home to California.","['nisei', 'male', 'born', 'juli', '17', '1914', 'gardena', 'california', 'passiv', 'resist', 'evacu', '1942', 'forc', 'two', 'soldier', 'carri', 'home', 'incarcer', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'becam', 'one', 'steer', 'committe', 'leader', 'fair', 'play', 'committe', 'fpc', 'tri', 'along', 'fpc', 'leader', 'convict', 'conspiraci', 'counsel', 'draft', 'evas', 'serv', 'time', 'leavenworth', 'feder', 'penitentiari', 'kansa', 'return', 'home', 'california']"
"Nisei male, born January 20, 1919. Brother of Frank Emi, leader of the Heart Mountain Fair Play Committee (FPC). While incarcerated, helped the FPC organize.","['nisei', 'male', 'born', 'januari', '20', '1919', 'brother', 'frank', 'emi', 'leader', 'heart', 'mountain', 'fair', 'play', 'committe', 'fpc', 'incarcer', 'help', 'fpc', 'organ']"
"Nisei male. April 23, 1923, in Sierra Madre, California. Was pursuing a degree in art at Pasadena Junior College at the time of mass removal. While incarcerated at Heart Mountain, Wyoming, continued his artistic pursuits, drawing sketches and designing posters, etc. for various camp projects. Resisted the draft at age 21, and was indicted in 1944 for draft evasion. After serving time in prison, worked as a gardener before becoming a landscape architect in the late 1950s.","['nisei', 'male', 'april', '23', '1923', 'sierra', 'madr', 'california', 'pursu', 'degre', 'art', 'pasadena', 'junior', 'colleg', 'time', 'mass', 'remov', 'incarcer', 'heart', 'mountain', 'wyom', 'continu', 'artist', 'pursuit', 'draw', 'sketch', 'design', 'poster', 'etc', 'variou', 'camp', 'project', 'resist', 'draft', 'age', '21', 'indict', '1944', 'draft', 'evas', 'serv', 'time', 'prison', 'work', 'garden', 'becom', 'landscap', 'architect', 'late', '1950']"
"Nisei male. Born December 16, 1916, in Cupertino, California. Attended San Jose State College, where he was an NCAA wrestling champion. Immediately after the bombing of Pearl Harbor, tried to enlist in the U.S. Air Corps, but was refused on account of his Japanese ancestry. Was one semester short of earning a business degree when he was removed with his family to the Pomona Assembly Center, California, and the Heart Mountain concentration camp, Wyoming. Was one of the Heart Mountain resisters of conscience, and stood trial in Cheyenne, Wyoming, for resisting the draft in 1944. After World War II, went into civil service and a fruit-selling business. Mr. Kawamoto passed away in 1993, and was posthumously awarded his business degree from San Jose State.","['nisei', 'male', 'born', 'decemb', '16', '1916', 'cupertino', 'california', 'attend', 'san', 'jose', 'state', 'colleg', 'ncaa', 'wrestl', 'champion', 'immedi', 'bomb', 'pearl', 'harbor', 'tri', 'enlist', 'u', 'air', 'corp', 'refus', 'account', 'japanes', 'ancestri', 'one', 'semest', 'short', 'earn', 'busi', 'degre', 'remov', 'famili', 'pomona', 'assembl', 'center', 'california', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'one', 'heart', 'mountain', 'resist', 'conscienc', 'stood', 'trial', 'cheyenn', 'wyom', 'resist', 'draft', '1944', 'world', 'war', 'ii', 'went', 'civil', 'servic', 'fruitsel', 'busi', 'mr', 'kawamoto', 'pas', 'away', '1993', 'posthum', 'award', 'busi', 'degre', 'san', 'jose', 'state']"
"Nisei female. Born June 6, 1916, in Santa Clara County, California. Raised in Santa Clara, and met and married Issei Guntaro Kubota, one of the leaders of the Heart Mountain Fair Play Committee. During World War II, incarcerated at Heart Mountain concentration camp, Wyoming, along with daughter. Gave birth to a son in camp. Husband Guntaro Kubota was arrested for conspiracy to counsel draft evasion, and served time at Leavenworth Federal penitentiary in Kansas. Eventually Guntaro's conviction was thrown out, and the family moved back to Los Gatos, California.","['nisei', 'femal', 'born', 'june', '6', '1916', 'santa', 'clara', 'counti', 'california', 'rais', 'santa', 'clara', 'met', 'marri', 'issei', 'guntaro', 'kubota', 'one', 'leader', 'heart', 'mountain', 'fair', 'play', 'committe', 'world', 'war', 'ii', 'incarcer', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'along', 'daughter', 'gave', 'birth', 'son', 'camp', 'husband', 'guntaro', 'kubota', 'arrest', 'conspiraci', 'counsel', 'draft', 'evas', 'serv', 'time', 'leavenworth', 'feder', 'penitentiari', 'kansa', 'eventu', 'guntaro', 'convict', 'thrown', 'famili', 'move', 'back', 'lo', 'gato', 'california']"
"Sansei female. Daughter of Guntaro Kubota, an Issei immigrant and one of the leaders of the Heart Mountain Fair Play Committee. Incarcerated at Heart Mountain, Wyoming, as a child, and has memories of receiving letters with cartoon drawings from her father while he was in prison.","['sansei', 'femal', 'daughter', 'guntaro', 'kubota', 'issei', 'immigr', 'one', 'leader', 'heart', 'mountain', 'fair', 'play', 'committe', 'incarcer', 'heart', 'mountain', 'wyom', 'child', 'memori', 'receiv', 'letter', 'cartoon', 'draw', 'father', 'prison']"
"White male. Born 1918. Former longtime legal director of the American Civil Liberties Union of Southern California. Was an advocate for civil rights throughout his career, and worked on behalf of Japanese Americans during the World War II incarceration.","['white', 'male', 'born', '1918', 'former', 'longtim', 'legal', 'director', 'american', 'civil', 'liberti', 'union', 'southern', 'california', 'advoc', 'civil', 'right', 'throughout', 'career', 'work', 'behalf', 'japanes', 'american', 'world', 'war', 'ii', 'incarcer']"
"Nisei female, born March 19, 1925. Incarcerated at Heart Mountain concentration camp, Wyoming, during World War II. Was on the staff of the camp's newspaper, the Heart Mountain Sentinel.","['nisei', 'femal', 'born', 'march', '19', '1925', 'incarcer', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'world', 'war', 'ii', 'staff', 'camp', 'newspap', 'heart', 'mountain', 'sentinel']"
"Nisei male, born April 16, 1923. Incarcerated at Heart Mountain concentration camp, Wyoming, and was drafted into the military at age eighteen. After World War II, served as a district governor for the Japanese American Citizens League (JACL) in Southern California. In his position with the JACL, sought to reconcile the Japanese American community with the World War II draft resisters.","['nisei', 'male', 'born', 'april', '16', '1923', 'incarcer', 'heart', 'mountain', 'concentr', 'camp', 'wyom', 'draft', 'militari', 'age', 'eighteen', 'world', 'war', 'ii', 'serv', 'district', 'governor', 'japanes', 'american', 'citizen', 'leagu', 'jacl', 'southern', 'california', 'posit', 'jacl', 'sought', 'reconcil', 'japanes', 'american', 'commun', 'world', 'war', 'ii', 'draft', 'resist']"
Sansei male. Was National Director for the Japanese American Citizens League in 1994 and 1995.,"['sansei', 'male', 'nation', 'director', 'japanes', 'american', 'citizen', 'leagu', '1994', '1995']"
"Nisei male. Born January 14, 1917, in Olympia, Washington. Raised in Washington before attending the University of Wisconsin, where he graduated in 1940. Earned medical degree from Tulane University School of Medicine in New Orleans, and completed his residency at Harvard Medical School in 1949. Served in the U.S. Air Force during the Korean War and worked as a pediatrician in San Francisco. While president of the Japanese American Citizens League (JACL), worked to support the redress movement of the 1980s.","['nisei', 'male', 'born', 'januari', '14', '1917', 'olympia', 'washington', 'rais', 'washington', 'attend', 'univers', 'wisconsin', 'graduat', '1940', 'earn', 'medic', 'degre', 'tulan', 'univers', 'school', 'medicin', 'new', 'orlean', 'complet', 'resid', 'harvard', 'medic', 'school', '1949', 'serv', 'u', 'air', 'forc', 'korean', 'war', 'work', 'pediatrician', 'san', 'francisco', 'presid', 'japanes', 'american', 'citizen', 'leagu', 'jacl', 'work', 'support', 'redress', 'movement', '1980']"
"Nisei male. Born May 16, 1917, in Hershey, Nebraska. Admitted to the Army Air Corps and flew thirty missions in Europe in a B-24 as a tailgunner and top turret gunner. Earned two Distinguished Flying Crosses and was acclaimed as the first Nisei war hero. Spoke at Heart Mountain, Wyoming, and two other camps in order to help encourage draft recruitment. Subpoenaed as a witness in the conspiracy trial of Heart Mountain's Fair Play Committee leaders. Later became the only Nisei to service in active combat with the Air Corps in the Pacific Theater, and flew twenty-eight additional missions over Japan. After World War II, became the first Japanese American editor of a general newspaper in Nebraska, and later edited newspapers in suburban Michigan and Southern California.","['nisei', 'male', 'born', 'may', '16', '1917', 'hershey', 'nebraska', 'admit', 'armi', 'air', 'corp', 'flew', 'thirti', 'mission', 'europ', 'b24', 'tailgunn', 'top', 'turret', 'gunner', 'earn', 'two', 'distinguish', 'fli', 'cross', 'acclaim', 'first', 'nisei', 'war', 'hero', 'spoke', 'heart', 'mountain', 'wyom', 'two', 'camp', 'order', 'help', 'encourag', 'draft', 'recruit', 'subpoena', 'wit', 'conspiraci', 'trial', 'heart', 'mountain', 'fair', 'play', 'committe', 'leader', 'later', 'becam', 'nisei', 'servic', 'activ', 'combat', 'air', 'corp', 'pacif', 'theater', 'flew', 'twentyeight', 'addit', 'mission', 'japan', 'world', 'war', 'ii', 'becam', 'first', 'japanes', 'american', 'editor', 'gener', 'newspap', 'nebraska', 'later', 'edit', 'newspap', 'suburban', 'michigan', 'southern', 'california']"
"Nisei female, born November 29, 1926, in Stockton, California. Raised in Brentwood, California, before being incarcerated at Gila River, Arizona. Graduated from high school in the camp in 1944, and after being released, attended Mount Holyoke College. In the 1950s, worked as costume designer for the Perry Como Show television program. Researched and wrote the groundbreaking book Years of Infamy.","['nisei', 'femal', 'born', 'novemb', '29', '1926', 'stockton', 'california', 'rais', 'brentwood', 'california', 'incarcer', 'gila', 'river', 'arizona', 'graduat', 'high', 'school', 'camp', '1944', 'releas', 'attend', 'mount', 'holyok', 'colleg', '1950', 'work', 'costum', 'design', 'perri', 'como', 'show', 'televis', 'program', 'research', 'wrote', 'groundbreak', 'book', 'year', 'infami']"
"White male. Born October 10, 1938, in Hoboken, New Jersey. Education History: BA, MA, Ph.D. at University of California, Santa Barbara. Work History: Professor of History and Asian American Studies, California State University, Fullerton (1966-Present); Visiting Professor, California Polytechnic State University, San Luis Obispo, 1979-1980; Editor, Oral History Review, 1980-1987; President, Southwest Oral History Association (1991-1992); President, Oral History Association (2002-2003); Senior Historian, Japanese American National Museum (2001-2005) Publications: Coeditor, Reflections on Shattered Windows: Promises and Prospects for Asian American Studies (Pullman, WA: Washington State University Press, 1987); Editor, Japanese American Evacuation World War II Oral History Project [five parts: Evacuees; Administrators; Analysts; Resisters; Guards and Townspeople] (Munich, Ger.: K. G. Saur, 1992-1995]. Awards/Honors:  James V. Mink Oral History Award, Southwest Oral History Association, 1988; Outstanding Teacher Award, College of Humanities and Social Sciences, California State University, Fullerton, 1996-1997; Distinguished Faculty Member, College of Humanities and Social Studies, California State University, Fullerton, 2001-2002.","['white', 'male', 'born', 'octob', '10', '1938', 'hoboken', 'new', 'jersey', 'educ', 'histori', 'ba', 'phd', 'univers', 'california', 'santa', 'barbara', 'work', 'histori', 'professor', 'histori', 'asian', 'american', 'studi', 'california', 'state', 'univers', 'fullerton', '1966present', 'visit', 'professor', 'california', 'polytechn', 'state', 'univers', 'san', 'lui', 'obispo', '19791980', 'editor', 'oral', 'histori', 'review', '19801987', 'presid', 'southwest', 'oral', 'histori', 'associ', '19911992', 'presid', 'oral', 'histori', 'associ', '20022003', 'senior', 'historian', 'japanes', 'american', 'nation', 'museum', '20012005', 'public', 'coeditor', 'reflect', 'shatter', 'window', 'promis', 'prospect', 'asian', 'american', 'studi', 'pullman', 'wa', 'washington', 'state', 'univers', 'press', '1987', 'editor', 'japanes', 'american', 'evacu', 'world', 'war', 'ii', 'oral', 'histori', 'project', 'five', 'part', 'evacue', 'administr', 'analyst', 'resist', 'guard', 'townspeopl', 'munich', 'ger', 'k', 'g', 'saur', '19921995', 'awardshonor', 'jame', 'v', 'mink', 'oral', 'histori', 'award', 'southwest', 'oral', 'histori', 'associ', '1988', 'outstand', 'teacher', 'award', 'colleg', 'human', 'social', 'scienc', 'california', 'state', 'univers', 'fullerton', '19961997', 'distinguish', 'faculti', 'member', 'colleg', 'human', 'social', 'studi', 'california', 'state', 'univers', 'fullerton', '20012002']"
"White male. Born December 1, 1927, in New York City, New York. Charles Phelps Taft Professor Emeritus of History, University of Cincinnati. Served as a consultant to the Commission on Wartime Relocation and Internment of Civilians from 1981 to 1983. Has researched and written numerous books about the Japanese American experience, including Prisoners Without Trial: Japanese Americans in World War II and American Concentration Camps: A Documentary History of the Relocation and Incarceration of Japanese Americans, 1941-1945.","['white', 'male', 'born', 'decemb', '1', '1927', 'new', 'york', 'citi', 'new', 'york', 'charl', 'phelp', 'taft', 'professor', 'emeritu', 'histori', 'univers', 'cincinnati', 'serv', 'consult', 'commiss', 'wartim', 'reloc', 'intern', 'civilian', '1981', '1983', 'research', 'written', 'numer', 'book', 'japanes', 'american', 'experi', 'includ', 'prison', 'without', 'trial', 'japanes', 'american', 'world', 'war', 'ii', 'american', 'concentr', 'camp', 'documentari', 'histori', 'reloc', 'incarcer', 'japanes', 'american', '19411945']"
"Sansei male. President of the Florin chapter of the Japanese American Citizens League in 1999, and one of the authors of a resolution to recognize the constitutional stand of the World War II resisters of conscience.","['sansei', 'male', 'presid', 'florin', 'chapter', 'japanes', 'american', 'citizen', 'leagu', '1999', 'one', 'author', 'resolut', 'recogn', 'constitut', 'stand', 'world', 'war', 'ii', 'resist', 'conscienc']"
"Sansei male, born 1969. Editor for the Nichi Bei Times, the oldest Japanese American bilingual newspaper in northern California. Son of a draft resister from Granada concentration camp. Attended California State University at Sacramento and became involved in civil rights activism.","['sansei', 'male', 'born', '1969', 'editor', 'nichi', 'bei', 'time', 'oldest', 'japanes', 'american', 'bilingu', 'newspap', 'northern', 'california', 'son', 'draft', 'resist', 'granada', 'concentr', 'camp', 'attend', 'california', 'state', 'univers', 'sacramento', 'becam', 'involv', 'civil', 'right', 'activ']"
"Wife of Ben Kuroki, who was acclaimed as the first Nisei war hero, and flew missions during World War II with the U.S. Army Air Corps.","['wife', 'ben', 'kuroki', 'acclaim', 'first', 'nisei', 'war', 'hero', 'flew', 'mission', 'world', 'war', 'ii', 'u', 'armi', 'air', 'corp']"
